builtin_interfaces.msg.Time(sec=1759629109, nanosec=505646673)	2.2371907111860419e-07	3.322722480791599e-16	2.970441955092428e-09	-1.1911400820763602e-20	-1.0145211694030164e-19
builtin_interfaces.msg.Time(sec=1759629109, nanosec=506915759)	2.2371907111860413e-07	3.3227224807915985e-16	2.9704419550887388e-09	0.0	-1.229722629579414e-19
builtin_interfaces.msg.Time(sec=1759629109, nanosec=509027905)	2.2371907111860352e-07	3.32272248079158e-16	2.9704419550891077e-09	-1.5440704767656518e-20	-3.0743065739485403e-21
builtin_interfaces.msg.Time(sec=1759629109, nanosec=546205784)	2.2371907111860374e-07	3.3227224807915866e-16	2.970441955086802e-09	6.6174449004242214e-21	-6.456043805291923e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=584071912)	2.2371907111860337e-07	3.322722480791576e-16	2.9704419550853262e-09	-4.852792926977762e-21	-3.9965985461330955e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=619817665)	2.2371907111860347e-07	3.3227224807915807e-16	2.9704419550846806e-09	3.9704669402545336e-21	-5.2263211757125094e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=656099594)	2.2371907111860302e-07	3.322722480791567e-16	2.9704419550839428e-09	-1.6764193747741362e-20	-2.459445259158828e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=692424942)	2.2371907111860257e-07	3.322722480791554e-16	2.970441955082375e-09	-1.367605279421006e-20	-3.9965985461330955e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=729222699)	2.2371907111860262e-07	3.3227224807915536e-16	2.970441955080438e-09	3.970466940254532e-21	-4.611459860922802e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=767050685)	2.237190711186023e-07	3.322722480791545e-16	2.9704419550781322e-09	-4.411629933616148e-21	-6.763474462686778e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=805187828)	2.2371907111860178e-07	3.32272248079153e-16	2.9704419550769332e-09	-1.3676052794210057e-20	-4.6114598609228034e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=840456508)	2.2371907111860138e-07	3.3227224807915176e-16	2.9704419550767488e-09	-1.323488980084844e-20	-6.148613147897064e-21
builtin_interfaces.msg.Time(sec=1759629109, nanosec=878046315)	2.2371907111860088e-07	3.3227224807915014e-16	2.9704419550754575e-09	-1.764651973446459e-20	-4.918890518317656e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=914783442)	2.2371907111860098e-07	3.322722480791503e-16	2.970441955071676e-09	2.6469779601696886e-21	-8.608058407055899e-20
builtin_interfaces.msg.Time(sec=1759629109, nanosec=951645126)	2.2371907111860096e-07	3.322722480791501e-16	2.9704419550687247e-09	-4.411629933616145e-22	-1.0145211694030167e-19
builtin_interfaces.msg.Time(sec=1759629109, nanosec=988906847)	2.2371907111860093e-07	3.3227224807915e-16	2.970441955066419e-09	-4.411629933616147e-21	-6.14861314789707e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=27313494)	2.2371907111860056e-07	3.32272248079149e-16	2.9704419550639287e-09	-9.26442286059391e-21	-3.996598546133095e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=63181038)	2.2371907111860003e-07	3.322722480791474e-16	2.970441955062822e-09	-1.4999541774294904e-20	-1.8445839443691205e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=102002333)	2.2371907111859963e-07	3.322722480791463e-16	2.9704419550618996e-09	-4.852792926977762e-21	-3.9965985461330955e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=137357489)	2.2371907111859937e-07	3.322722480791457e-16	2.9704419550611618e-09	-7.058607893785835e-21	-2.4594452591588274e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=173895724)	2.2371907111859908e-07	3.32272248079145e-16	2.970441955058395e-09	-5.7351189137009924e-21	-9.530350379240458e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=210193188)	2.2371907111859852e-07	3.3227224807914343e-16	2.970441955055997e-09	-1.367605279421006e-20	-5.841182490502218e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=248644683)	2.2371907111859836e-07	3.3227224807914294e-16	2.970441955052123e-09	-4.4116299336161466e-21	-1.1682364981004433e-19
builtin_interfaces.msg.Time(sec=1759629110, nanosec=285276428)	2.2371907111859807e-07	3.3227224807914205e-16	2.9704419550506475e-09	-5.293955920339377e-21	-6.14861314789707e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=324128177)	2.2371907111859786e-07	3.3227224807914146e-16	2.970441955048895e-09	-5.735118913700992e-21	-3.381737231343389e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=359273878)	2.237190711185976e-07	3.322722480791406e-16	2.9704419550453904e-09	-1.1911400820763602e-20	-9.530350379240459e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=396585034)	2.2371907111859699e-07	3.3227224807913884e-16	2.9704419550447447e-09	-1.2793726807486828e-20	-2.7668759165536817e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=437337025)	2.237190711185972e-07	3.3227224807913934e-16	2.9704419550430846e-09	5.735118913700992e-21	-3.381737231343388e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=475659059)	2.2371907111859696e-07	3.322722480791386e-16	2.970441955041978e-09	-8.823259867232295e-21	-4.918890518317655e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=514152904)	2.2371907111859696e-07	3.3227224807913845e-16	2.9704419550399487e-09	8.823259867232294e-22	-7.378335777476484e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=550167925)	2.237190711185968e-07	3.3227224807913806e-16	2.97044195503958e-09	-4.8527929269777626e-21	2.766875916553681e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=587644764)	2.237190711185972e-07	3.322722480791394e-16	2.9704419550358906e-09	1.1470237827401983e-20	-9.222919721845604e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=623661352)	2.2371907111859712e-07	3.322722480791392e-16	2.9704419550349683e-09	-3.0881409535313034e-21	-3.381737231343389e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=659928689)	2.237190711185964e-07	3.322722480791369e-16	2.970441955033585e-09	-1.588186776101813e-20	-1.8445839443691208e-20
builtin_interfaces.msg.Time(sec=1759629110, nanosec=697410509)	2.2371907111859548e-07	3.3227224807913436e-16	2.9704419550334004e-09	-2.6028616608335263e-20	-2.1520146017639744e-20
