timestamp,x,y,θ,v,w
0.0,0.9060426261747955,-1.4009773076272618,-1.983497997017995,0.20000000000001128,-0.20000000000069645
0.03572988510131836,0.9031310909330921,-1.4075623466239506,-1.990697997018022,0.20000000000000756,-0.20000000000072227
0.07250261306762695,0.9001722192869206,-1.4141262520645461,-1.9978979970180484,0.20000000000001128,-0.20000000000069645
0.10950231552124023,0.8971661646235247,-1.4206686836776603,-2.005097997018075,0.20000000000001866,-0.20000000000074808
0.14721989631652832,0.8941130827761057,-1.427189302305103,-2.0122979970181007,0.20000000000001866,-0.20000000000074808
0.18294405937194824,0.8910131320157421,-1.4336877699194654,-2.0194979970181275,0.20000000000001497,-0.20000000000077384
0.22011113166809082,0.8878664730431872,-1.440163749641641,-2.0266979970181516,0.20000000000001128,-0.2000000000006965
0.25644421577453613,0.8846732689805372,-1.446616905758292,-2.0338979970181774,0.20000000000001128,-0.20000000000069645
0.2933311462402344,0.8814336853627756,-1.4530469037392504,-2.0410979970182033,0.20000000000001128,-0.20000000000069645
0.3337225914001465,0.8781478901291919,-1.4594534102548602,-2.04829799701823,0.20000000000000756,-0.20000000000072227
0.3672809600830078,0.8748160536146754,-1.4658360931932592,-2.055497997018256,0.20000000000001128,-0.2000000000006965
0.4071195125579834,0.8714383485408841,-1.4721946216775927,-2.0626979970182817,0.20000000000001866,-0.20000000000074802
0.44414472579956055,0.8680149500072937,-1.4785286660831682,-2.0698979970183076,0.2000000000000187,-0.20000000000074808
0.48114800453186035,0.8645460354821168,-1.484837898054542,-2.0770979970183334,0.20000000000001866,-0.20000000000074808
0.5180559158325195,0.8610317847931058,-1.4911219905225412,-2.0842979970183584,0.20000000000001128,-0.2000000000006965
0.5545141696929932,0.8574723801182288,-1.4973806177212212,-2.0914979970183842,0.20000000000001128,-0.2000000000006965
0.5921149253845215,0.8538680059762273,-1.5036134552047487,-2.09869799701841,0.20000000000001128,-0.2000000000006965
0.6290826797485352,0.8502188492170495,-1.5098201798642246,-2.105897997018436,0.20000000000001128,-0.20000000000069645
0.6680541038513184,0.8465250990121647,-1.516000469944432,-2.1130979970184627,0.2000000000000076,-0.20000000000072227
0.703359842300415,0.8427869468447565,-1.522154005060517,-2.1202979970184885,0.20000000000001866,-0.20000000000074802
0.7402737140655518,0.8390045864997965,-1.5282804662145977,-2.1274979970185144,0.2000000000000187,-0.20000000000074808
0.7787578105926514,0.8351782140539975,-1.5343795358123002,-2.1346979970185402,0.20000000000001866,-0.20000000000074808
0.8165881633758545,0.8313080278656502,-1.5404508976792226,-2.141897997018567,0.20000000000001497,-0.20000000000077386
0.8534317016601562,0.8273942285643402,-1.5464942370773245,-2.149097997018591,0.20000000000001128,-0.2000000000006965
0.891284704208374,0.823437019040546,-1.5525092407212457,-2.156297997018617,0.20000000000001128,-0.2000000000006965
0.927828311920166,0.8194366044351235,-1.5584955967945437,-2.1634979970186428,0.20000000000001128,-0.20000000000069645
0.9625692367553711,0.8153931921286698,-1.5644529949658608,-2.1706979970186695,0.20000000000000756,-0.20000000000072227
1.001479148864746,0.8113069917307736,-1.5703811264050098,-2.1778979970186954,0.20000000000001128,-0.20000000000069645
1.0374481678009033,0.8071782150691487,-1.5762796837989843,-2.185097997018721,0.20000000000001866,-0.20000000000074808
1.0746822357177734,0.8030070761786523,-1.5821483613678906,-2.192297997018747,0.20000000000001866,-0.20000000000074808
1.1121046543121338,0.7987937912901902,-1.587986854880797,-2.199497997018774,0.20000000000001497,-0.20000000000077384
1.148216724395752,0.7945385788195078,-1.5937948616715072,-2.206697997018798,0.20000000000001128,-0.2000000000006965
1.1843969821929932,0.7902416593558661,-1.5995720806542506,-2.2138979970188237,0.20000000000001128,-0.2000000000006965
1.2227447032928467,0.7859032556506079,-1.6053182123392886,-2.2210979970188496,0.20000000000001128,-0.2000000000006965
1.259047508239746,0.7815235926056102,-1.6110329588484418,-2.2282979970188754,0.20000000000001128,-0.20000000000069645
1.2966010570526123,0.7771028972616241,-1.6167160239305307,-2.235497997018902,0.20000000000001128,-0.2000000000006965
1.3334934711456299,0.7726413987865064,-1.6223671129767343,-2.242697997018928,0.20000000000001866,-0.20000000000074802
1.3700597286224365,0.7681393284633394,-1.6279859330358617,-2.249897997018954,0.2000000000000187,-0.20000000000074808
1.4070603847503662,0.7635969196784398,-1.6335721928295388,-2.2570979970189797,0.20000000000001866,-0.20000000000074808
1.4431378841400146,0.7590144079092616,-1.6391256027673096,-2.2642979970190065,0.200000000000015,-0.20000000000077386
1.4817204475402832,0.754392030712189,-1.6446458749616462,-2.2714979970190305,0.20000000000001128,-0.2000000000006965
1.517869472503662,0.7497300277102205,-1.6501327232428753,-2.2786979970190564,0.20000000000001128,-0.2000000000006965
1.5571742057800293,0.7450286405805476,-1.6555858631740097,-2.2858979970190823,0.20000000000001128,-0.20000000000069645
1.591090202331543,0.7402881130420262,-1.661005012065497,-2.293097997019109,0.2000000000000076,-0.20000000000072227
1.628239393234253,0.7355086908425424,-1.6663898889898725,-2.300297997019135,0.20000000000001128,-0.20000000000069645
1.6680047512054443,0.7306906217462729,-1.6717402147963225,-2.3074979970191607,0.2000000000000187,-0.20000000000074808
1.7048819065093994,0.7258341555208407,-1.6770557121251555,-2.3146979970191865,0.20000000000001866,-0.20000000000074808
1.7398841381072998,0.7209395439243671,-1.68233610542218,-2.3218979970192133,0.20000000000001497,-0.20000000000077386
1.7771329879760742,0.7160070406924215,-1.6875811209529894,-2.3290979970192374,0.20000000000001128,-0.2000000000006965
1.8133172988891602,0.7110369015248661,-1.692790486817154,-2.336297997019263,0.20000000000001128,-0.20000000000069645
1.848586082458496,0.7060293840726024,-1.6979639329623137,-2.343497997019289,0.20000000000001128,-0.20000000000069645
1.8863255977630615,0.7009847479242135,-1.70310119119818,-2.350697997019316,0.20000000000001128,-0.20000000000069645
1.925516128540039,0.6959032545925079,-1.708201995210436,-2.357897997019343,0.20000000000001497,-0.2000000000006707
1.9643127918243408,0.6907851675009622,-1.7132660805745425,-2.3650979970193715,0.20000000000001497,-0.20000000000077386
2.002048969268799,0.6856307519700644,-1.7182931847694498,-2.3722979970193987,0.20000000000001497,-0.20000000000077384
2.0380327701568604,0.6804402752035621,-1.723283047191202,-2.379497997019426,0.20000000000001497,-0.20000000000077384
2.074125051498413,0.6752140062746088,-1.7282354091664482,-2.3866979970194513,0.20000000000000756,-0.20000000000072227
2.1132404804229736,0.6699522161118143,-1.7331500139658529,-2.3938979970194785,0.20000000000000756,-0.20000000000072227
2.148131847381592,0.6646551774852029,-1.738026606817404,-2.4010979970195057,0.20000000000001497,-0.20000000000067067
2.1866531372070312,0.6593231649920704,-1.7428649349196197,-2.408297997019533,0.20000000000001497,-0.20000000000067067
2.2231311798095703,0.6539564550427505,-1.747664747454655,-2.41549799701956,0.20000000000001497,-0.2000000000006707
2.2602505683898926,0.648555325846285,-1.7524257956013025,-2.422697997019587,0.20000000000002238,-0.20000000000072227
2.296454906463623,0.6431200573960022,-1.7571478325478929,-2.4298979970196157,0.20000000000001497,-0.20000000000077386
2.3324038982391357,0.6376509314550006,-1.761830613505089,-2.437097997019643,0.20000000000001497,-0.20000000000077384
2.3708128929138184,0.632148231541545,-1.7664738957185746,-2.44429799701967,0.20000000000001497,-0.20000000000077384
2.407296895980835,0.6266122429143666,-1.7710774384816388,-2.4514979970196955,0.20000000000000756,-0.20000000000072227
2.44331955909729,0.621043252557876,-1.7756410031476562,-2.4586979970197227,0.20000000000000756,-0.20000000000072227
2.481464147567749,0.6154415491672857,-1.7801643531424565,-2.46589799701975,0.20000000000001497,-0.20000000000067067
2.518307685852051,0.6098074231336451,-1.7846472539765887,-2.473097997019777,0.20000000000001497,-0.2000000000006707
2.553805351257324,0.6041411665287864,-1.7890894732574778,-2.480297997019809,0.1999999999999928,-0.20000000000082543
2.590949058532715,0.5984430730901841,-1.7934907807014693,-2.4874979970198448,0.19999999999997797,-0.2000000000010317
2.6275458335876465,0.592713438205724,-1.7978509481457734,-2.4946979970198813,0.19999999999998536,-0.20000000000098014
2.6668996810913086,0.5869525588983966,-1.8021697495602846,-2.5018979970199187,0.19999999999997797,-0.20000000000103174
2.7053215503692627,0.581160733810894,-1.8064469610593068,-2.5090979970199534,0.19999999999997056,-0.20000000000098014
2.7418696880340576,0.575338263190132,-1.8106823609131522,-2.5162979970199912,0.1999999999999706,-0.2000000000009802
2.778934955596924,0.5694854488716836,-1.8148757295596412,-2.5234979970200273,0.19999999999997056,-0.20000000000098014
2.8139750957489014,0.5636025942641322,-1.8190268496154827,-2.5306979970200656,0.1999999999999706,-0.20000000000098014
2.8530776500701904,0.5576900043333438,-1.8231355058875418,-2.537897997020102,0.19999999999997056,-0.2000000000009802
2.890544891357422,0.5517479855866563,-1.827201485383998,-2.5450979970201404,0.199999999999978,-0.2000000000010317
2.9263463020324707,0.545776846056991,-1.8312245773253844,-2.5522979970201765,0.19999999999997797,-0.2000000000010317
2.967439889907837,0.5397768952868831,-1.835204573155516,-2.5594979970202143,0.19999999999997797,-0.20000000000103174
3.003077983856201,0.5337484443124372,-1.8391412665523004,-2.5666979970202504,0.19999999999997797,-0.20000000000103174
3.0399467945098877,0.527691805647202,-1.8430344534384338,-2.5738979970202847,0.19999999999997797,-0.2000000000009286
3.076460599899292,0.5216072932659687,-1.8468839319919794,-2.5810979970203225,0.1999999999999706,-0.2000000000009802
3.1133134365081787,0.5154952225884976,-1.8506895026568309,-2.588297997020358,0.19999999999997056,-0.2000000000009802
3.1491010189056396,0.5093559104631625,-1.8544509681530588,-2.5954979970203964,0.1999999999999706,-0.2000000000009802
3.1872594356536865,0.5031896751505297,-1.858168133487132,-2.602697997020433,0.19999999999997056,-0.2000000000009802
3.224776268005371,0.4969968363068574,-1.8618408059620326,-2.609897997020471,0.19999999999997797,-0.2000000000010317
